"OriginLatitude","OriginLongitude","OriginTimeBP","Log10InjectFrequency","SelectionBase","SelectionDairying","Migration","SelectionMultiplierBritishIsles","SelectionMultiplierRhineDanube","SelectionMultiplierMediterranean","SelectionMultiplierBaltic","DairyingLeadYears","CallErrorRate"
36.9749797117403,16.15669530762893,5979.554637505491,-2.20892315912098,0.00525616374812864,0.01671486450494219,0.11594419240200608,1.1400393342871096,1.3930761715219109,0.91724460568374,2.335043705747234,1.378793389509525,0.01132461147563768
45.5907403773954,22.316923862029196,6435.722520262954,-1.6104028276314266,0.0007655817968373124,0.002575414594266281,0.1817624761213776,1.7512221678718125,0.9278049682993965,0.49752171276830215,1.7505118512266122,613.8272015900133,0.013551116927703744
38.83240166643425,-5.713157555265494,6762.943358760741,-1.995186362184021,0.013415563634414488,0.001330762261178804,0.2780017575357185,1.2160062531368374,1.379589240149148,1.1072838457235161,0.8008554918123111,1603.001848324889,0.0047199995870927935
37.75507821831711,-4.101723499904395,8326.434950657385,-2.557956240456735,0.01376967802026888,0.02892596321365187,0.05991448446376508,1.9607735885549065,1.759781831243962,0.42438697084317234,1.6215731770929616,921.1458928987271,0.01834814133502834
43.807757920899626,12.400465342663486,7144.30327189524,-1.2373581348146274,0.004970019435849412,0.028483843626165097,0.16902885369892934,2.1159860641384225,1.5075231868712,0.757112881472448,1.8469413056522348,746.3262519304438,0.000030472026543661992
52.229942204383924,-5.702935712704697,6567.642069426805,-2.069323674321359,0.0023114678673955714,0.0015899554939309013,0.257727529806692,1.9980433074610893,0.8249229014794859,0.662542115591726,1.4960778899765406,1050.8736525288004,0.01847441657153162
42.32753795802436,13.783872786563773,6846.274516779505,-2.621877260948962,0.011421746775858535,0.026722360581833804,0.07053391848947095,1.0248069283747132,1.7118171809756384,0.888291140484118,1.1276696897516474,1926.049049574502,0.00640092888380817
52.48851237301383,30.645835386294642,6292.7544469882805,-2.1080845866971796,0.0020321248115647995,0.03702824029689085,0.1064309057896774,1.4908627486049586,1.162477380370466,0.45303548694733486,2.3370962887808653,1806.4858799284966,0.00672413914339312
37.8224446261046,15.065318235429292,7564.638842808054,-1.2780070984905438,0.014048811064840667,0.019012117201020164,0.035267914208537005,1.9712378620453508,0.6846270056629911,1.2415973349244467,1.209369070142483,957.0217868757967,0.016521008922096507
49.92204598861877,23.52356302454384,6984.230433017307,-2.164043626843083,0.011107506349232708,0.059491258739017325,0.17589482199786513,1.455045529025093,0.8627423245013164,0.9611448366918691,1.2715160441458124,1179.2203773231186,0.005099482320040867
47.76520075673082,-5.31862798879696,5294.53569995523,-1.328158017714443,0.009137504508437056,0.03576448959982774,0.2228763158960241,1.706933297699889,1.2423493287700704,0.524117649309266,1.3501724796425854,48.22183926654322,0.019495331017199056
51.35663848095926,9.856885528857882,9210.290454404012,-1.3260147475066097,0.007524180201222754,0.005326167635501439,0.1709503952059781,1.7689714603414952,1.49906325362624,0.4118121081232414,1.316823461605838,1924.9352218306797,0.0076333671727215
37.56309982396372,23.035480874722463,7338.854534369188,-1.6648491420069633,0.010279581478561124,0.029946003391096914,0.19043824955145647,1.9837804368200826,0.7097841817188045,0.4250456079899666,0.9509435988549605,1557.947219471523,0.003443933237286778
53.85865705589487,9.738059613874201,8028.189763757108,-2.822414650660465,0.011303305409512977,0.004386832206549296,0.2936921182410147,0.9233672247694736,0.9816225343782914,1.1560710117983974,1.4506379747956033,1407.546261946476,0.01255736614221818
51.719952388055034,-8.806261990644522,5511.0424948528325,-2.7901544973476686,0.0009353187192692636,0.0030501857356892655,0.1106994440818315,1.920017451679151,0.630182933423755,0.7234031650052527,2.2777675822648242,821.8592957204511,0.005137982093235136
47.311171866006205,33.90028767431404,5392.83527015741,-2.5912143541824,0.00982714016063565,0.04793805669032824,0.05427007567208415,1.4393862442406948,0.9459857147952329,1.159240151679826,1.2364861779874474,501.5934435611071,0.006034744853615064
41.1317406154598,30.10760998761414,6039.88275163829,-2.217940055875913,0.006339370832323373,0.044487495756033876,0.06243435556124744,1.2691330290903884,0.7832274135853572,0.6420053480977167,1.862243362153967,1792.445049572331,0.00949288281613332
59.295721598913175,9.134556445252665,5957.877404057996,-1.1854657375295883,0.007117368122367165,0.0028274131246138665,0.1708736525620958,1.3714206496368426,1.673406155594817,1.1801296148301146,1.8289739081930054,672.3054234985834,0.015242657094009552
47.657068750789634,11.934798773539391,6867.122684924876,-1.6021700699299148,0.008352834105079858,0.04076729187004107,0.2985232261103926,1.745107898621485,1.0865120524303287,0.5690975126869929,1.6269815554428642,928.7194202618143,0.0012149675845904895
40.780291490480195,29.16418681328238,5664.502229586777,-1.3029278936286208,0.012159534549652426,0.038702871469639716,0.2355669242202061,1.0294393151374892,1.4720122450325168,1.030859391494467,1.7768579174123673,1178.9823675094988,0.006077796438860506
55.74967606357162,21.218743622765132,5319.8832030584335,-1.4649173698724391,0.01076116296663136,0.03192172451785386,0.25110131031368305,1.1652435291348204,1.162803824141785,0.7590256417597493,1.6786705085459614,154.24104919099113,0.01650782328511475
43.373216582730215,23.282464569014024,6929.393775520176,-1.4408780162272916,0.003236623888612259,0.04887902697076893,0.25535925754749883,0.9161713540951301,0.6120127862051191,1.2606912880292442,1.6182658005569703,1170.0802704052676,0.010786768658964503
41.28102780325771,31.940836445310694,7019.801370782529,-2.6946876749330997,0.010423131049320833,0.01343298222688757,0.06456059167798224,0.8814736945996846,1.3711964667515366,0.6218736640536301,0.9502380312435456,1367.1133054494567,0.0145723052593222
46.90160707542438,9.62413449963357,6504.962868352129,-2.040026496472362,0.005901021267156715,0.048345250870846894,0.09172837796240149,1.8586809110236675,1.717312485480249,0.46309662670300533,1.6155072169589728,72.89596621306859,0.019775187112146497
49.1235186627633,8.754413119611325,7037.405488754193,-1.2328547506294458,0.005930469752804095,0.052164944894350626,0.12223018931952193,1.3995514433949876,0.8416503720735666,1.1744384261270686,1.7280726490271725,898.8880649457434,0.013609106313646953
47.963792633327635,-5.618713771725335,5642.431671847673,-1.012600738531411,0.012695062450286473,0.027378800291290407,0.2465674116457754,1.331176406272886,0.713952614815626,1.0410375499009044,1.942784588333976,422.2160215866233,0.010794140563814171
51.62205484656491,13.635151134451617,8497.864932633533,-1.2720307306682588,0.0029892091362659487,0.037863647379382796,0.09558944464553311,0.9734096265271942,1.1528736166446492,0.8541946910161867,0.9108277252940135,1789.2034716735745,0.0024959027179197115
40.478638458504406,29.16586022435759,8029.761891983184,-1.5288714748707841,0.009289845471088591,0.022839140211763555,0.18110658491858636,1.968259819760046,0.6285125618116475,0.9568258740057543,2.284731651360625,692.7787704721422,0.01570264745758893
44.55049650889864,16.723108851694185,5845.96215196454,-1.1005864841452975,0.008953561565208963,0.057405656592838,0.08863889567513746,1.279046740838668,1.156869271209411,0.9251600947604264,1.2534779383984076,1170.8739770826724,0.012329909487667835
50.038419118772545,13.145325472150326,5439.160638454904,-1.2914117258500277,0.0035299842271646928,0.048990228442647714,0.2140336902472128,1.669782269329083,1.7442771962332502,1.0198791553812105,1.597639081628229,1264.80765780065,0.005948929752124266
53.6782306454818,23.056471404540563,7795.178509297427,-1.3909880854192034,0.0024027229898943812,0.0014804902288667909,0.1550482872021812,1.5946856737018504,1.457498287388466,0.5369545157895573,1.1063313078704724,1955.0195459476952,0.007106843958507896
46.68073443216798,33.260235088423585,7538.51334715301,-1.7822470654528102,0.001743202394867257,0.0468956653703587,0.20993036479301086,1.1828894062538002,1.2932169919369796,1.1060118859313468,1.7076107871243167,1957.6095067652423,0.0022802778397590195
54.04686657374516,27.169332945450627,7400.456735950719,-1.675092835619198,0.008023033144068008,0.0004654392648589223,0.11027694432984939,2.198656815392066,1.2687109232109877,0.4293777173101275,1.2410829182962915,1869.787989739876,0.011639189286356304
61.82938239717504,11.494593083187219,7640.7608664431,-2.6836779775882107,0.0055119461599309255,0.008968533847705226,0.1301929294301627,1.6129230250881852,0.9278053357849422,1.3955947658447914,1.9952146710323695,1657.8708355598123,0.010912991055202216
41.11988637747419,-2.0271135585814495,5961.764631431113,-2.104765368444068,0.0012260178358281025,0.0030987563222541503,0.10111165385907524,1.3484461416085403,1.7280624030898932,1.1383537311586485,1.434624846155647,817.4761490942268,0.002959213224333639
45.81088697184315,11.32085967196123,6067.977299151279,-1.138477849950827,0.014552685252876275,0.04288405994905157,0.03940586877492789,1.5911711158284882,0.6960299343636012,1.249160274610999,0.9997579832746315,744.9903805673844,0.015424136532621896
55.772675850678475,-1.4596940239275726,5741.123814051721,-1.6213202128515887,0.005485266680296355,0.036656713926446066,0.05380730904580998,2.173571798691924,1.127124706585758,0.8621880922832367,1.48510854503331,112.04806508950149,0.016123198468438318
61.784259685319334,8.778680495670631,7394.425916597424,-1.444676534509178,0.013014203140318172,0.043525818899822134,0.027956104175095413,1.415924145007977,1.2588134695728497,0.5887221260330829,1.9012012394969828,1445.8558556550267,0.006942101692103107
53.99536048249217,28.565519776990858,5662.627578776356,-1.8586865547418197,0.009552750513816398,0.024370763198386054,0.11371425301195813,0.8374469447601123,0.771259119131893,0.9096687144296505,0.8525407134076268,1266.676064650428,0.01629478804153108
60.95011156846233,20.745984263383086,5254.850602031968,-1.8642445561444956,0.011153464106758614,0.046753070997494935,0.07865655895226457,1.2000889955251282,1.2267562790542677,0.7327314144974858,2.2088929618003976,1056.961586719748,0.014962266771817006
40.18862510085176,-4.407371119854138,5687.630575946838,-1.8012834454451365,0.012378237813927466,0.016352062925513503,0.167862776072482,1.4756643323280227,0.9446323241207638,0.5727023964200452,0.8695176881269226,473.4944188787553,0.007116148126761717
48.673101344693094,-5.127634048274983,6638.964869389945,-1.2234232525626623,0.013998575673740108,0.005226661717917684,0.08759712895597925,1.6875452247542797,1.3771355789499646,0.9365444612835148,1.2679811606537377,1244.662172529929,0.000026006859934253334
49.4363362854908,26.287274021699076,6678.266943628607,-1.641283437379851,0.004169087637221807,0.0064198390927571085,0.21806459978159262,1.3574530478653093,1.2537940595535428,1.171296811044104,2.391230870215794,618.8783231357529,0.016983915009932442
